permit,funder,installer,basin,region,lga,ward,scheme_management,extraction_type,management,payment,quantity,source,waterpoint_type,status_group,district_code,population,construction_year,recorded_year,amount_tsh,gps_height,latitude,longitude
1.0,0,6,7,16,18,16,7,3,7,5,1,6,1,1,2,274,1978,2013,352.19325153374234,1000.0,-10.80885305,35.54217277
1.0,6,6,5,20,18,16,7,9,7,0,0,7,6,2,4,110,1962,2011,136.64716920090586,98.0,-4.99423737,39.04298326
1.0,14,6,0,18,18,16,9,0,11,0,1,3,4,0,1,256,2010,2013,335.9761267291388,1128.0,-4.09374985,34.56343795
0.0,16,3,3,5,6,16,7,3,7,6,2,8,5,0,1,150,2002,2013,232.54747344705504,1352.0,-3.55486258,30.65026741
0.0,12,15,7,16,18,16,7,14,7,4,1,3,2,1,1,1,2011,2013,50.0,701.0,-11.31324316,36.95075936
1.0,5,0,5,6,18,16,10,3,9,4,1,8,1,0,5,75,1999,2013,10.0,1409.0,-3.21646394,37.17489041
1.0,2,15,5,6,18,16,7,3,7,3,1,8,1,0,2,320,2010,2013,1000.0,744.0,-3.56996907,37.61640658
1.0,12,15,6,3,18,16,7,3,7,4,0,8,1,2,1,1,2000,2011,50.0,1428.0,-7.71054858,35.63048144
1.0,12,15,5,0,15,7,7,3,7,6,2,6,1,2,7,120,2004,2013,136.64716920090586,1295.0,-3.33074309,36.90832887
1.0,6,3,5,0,15,7,7,3,11,6,1,6,2,0,7,120,2005,2013,389.33232501861505,1207.0,-3.3445666,36.87553547
1.0,12,6,8,11,18,16,7,8,7,0,1,7,4,0,6,90,1997,2011,599.7519132653061,445.0,-6.82950072,37.48747402
0.0,7,6,4,9,18,16,3,3,3,6,0,5,1,2,4,804,2000,2013,29.459980713596913,1191.0,-2.06349369,33.35647131
2.0,7,12,4,9,18,16,2,3,1,0,2,5,1,0,2,600,1997,2012,36.123670736510434,1339.0,-2.02266257,34.44864527
1.0,15,15,5,8,18,16,7,14,7,4,2,3,2,2,5,1,2004,2013,50.0,1348.0,-5.5923447,37.02381013
0.0,8,2,1,3,18,16,7,3,7,3,1,8,1,2,3,58,2000,2011,100.0,2073.0,-9.3449213,34.22303933
2.0,12,15,0,0,18,16,3,3,3,1,3,8,1,0,6,370,2012,2013,335.9761267291388,1302.0,-2.55618033,36.77862138
2.0,21,21,0,18,21,16,7,7,7,4,2,3,1,0,2,50,2000,2013,50.0,1455.0,-5.18676616,34.71064345
1.0,12,15,6,3,17,3,8,3,10,3,1,8,1,0,4,305,2008,2011,500.0,2050.0,-9.31731152,34.64835709
1.0,6,6,5,20,18,16,7,3,7,0,1,8,1,0,1,1,2008,2011,389.33232501861505,1282.0,-4.4646702000000005,38.32726235
0.0,2,6,1,3,18,16,7,3,7,5,1,8,1,0,5,50,2007,2011,720.3971119133574,2050.0,-9.69622598,34.68859705
0.0,12,15,7,7,18,16,7,8,7,4,2,7,4,2,2,1,2006,2013,30.0,11.0,-10.13363156,39.88898115
1.0,19,15,8,11,18,16,7,3,7,3,1,6,1,0,2,150,2004,2011,20.0,471.0,-6.771698700000001,37.82346185
1.0,6,16,8,11,18,16,7,14,7,6,2,3,1,0,6,1,1974,2011,599.7519132653061,385.0,-6.29976667,37.44310991
1.0,12,6,8,11,18,16,7,3,7,0,0,3,1,2,2,1,1972,2011,108.15801704105344,350.0,-6.86199999,37.88687839
0.0,12,15,6,3,17,16,7,12,7,5,1,1,4,0,4,40,2010,2011,2000.0,1603.0,-8.91132497,34.98887131
1.0,12,15,7,7,18,16,12,9,7,6,1,3,6,2,62,200,1987,2013,93.65438526231478,1.0,-10.02772132,39.6002343
1.0,12,15,4,9,18,16,12,9,7,6,1,8,5,0,1,1600,2008,2012,36.123670736510434,1589.0,-1.24644694,34.45547821
0.0,21,21,8,1,18,16,7,7,7,0,0,3,6,2,3,50,1970,2013,108.15801704105344,308.9142077857674,-6.98874758,39.52711433
1.0,7,11,4,9,18,16,2,15,11,6,1,7,4,2,2,400,1996,2013,29.459980713596913,1481.0,-1.72068493,34.56387749
0.0,12,15,3,5,5,16,11,9,7,0,1,8,6,0,2,590,1996,2013,232.54747344705504,1595.0,-4.46052001,29.80857829
0.0,15,17,7,16,18,16,7,13,7,3,1,3,4,2,1,1,2009,2013,400.0,531.0,-10.91557638,37.41877342
0.0,6,21,7,7,18,16,7,8,7,0,1,3,4,0,23,1,2010,2013,405.6814371257485,101.0,-9.70159734,39.55938321
0.0,8,15,6,3,17,16,7,8,7,5,1,1,4,0,4,250,2009,2011,1000.0,1562.0,-8.86866011,34.94546531
0.0,12,6,2,15,18,16,7,9,7,0,1,3,6,2,2,450,1986,2011,215.3420608108108,1481.0,-8.68875072,32.06591365
1.0,17,6,6,3,17,20,8,3,10,3,1,6,2,0,4,80,1978,2011,500.0,1445.0,-8.84136926,34.68050209
1.0,6,6,3,5,5,16,11,3,9,2,1,6,1,0,2,560,1977,2013,1200.0,1242.0,-4.52564753,30.26413388
0.0,12,15,0,18,18,16,7,7,7,6,1,3,1,0,3,2500,2009,2013,335.9761267291388,1231.0,-5.32212056,35.0800974
1.0,6,6,3,5,7,16,7,9,7,6,1,7,6,2,3,1050,2010,2013,131.5040650406504,1076.0,-5.10070113,30.90475149
1.0,12,14,7,12,18,16,7,3,7,4,3,8,1,0,33,36,2004,2013,20.0,262.0,-10.9753631,39.08229758
1.0,0,5,7,16,18,16,7,3,7,5,3,6,1,0,5,540,1983,2013,405.6814371257485,935.0,-10.73055089,35.98642477
1.0,3,6,2,15,18,16,7,3,7,0,0,6,1,2,2,300,1972,2011,215.3420608108108,823.0,-7.80637606,31.7799078
1.0,13,15,8,14,1,16,8,6,4,4,1,6,1,0,1,12,2010,2011,40.0,217.0,-6.45446888,38.33493265
1.0,1,16,6,11,8,16,12,15,7,3,2,7,4,0,3,450,1997,2011,500.0,253.0,-8.12006358,36.70397575
1.0,12,15,8,11,9,16,7,9,7,3,2,7,6,2,1,632,1997,2011,300.0,665.0,-6.64260892,36.70991445
1.0,6,6,3,15,18,16,7,3,7,5,1,6,1,0,2,50,1972,2011,500.0,1783.0,-8.17864388,31.52365762
1.0,20,15,0,8,18,16,7,8,7,0,1,7,4,0,1,245,2012,2013,335.9761267291388,961.0,-3.81945703,35.7005422
0.0,6,6,5,20,18,16,7,3,7,0,3,8,2,2,3,600,2008,2011,136.64716920090586,183.0,-5.17227682,38.76743559
1.0,0,4,6,3,18,16,7,3,7,3,1,8,1,0,1,1,1984,2011,1000.0,1592.0,-7.85014451,35.63419525
1.0,12,3,0,0,15,15,7,3,11,6,1,8,2,0,7,120,2006,2013,335.9761267291388,1589.0,-3.18469585,36.8272342
0.0,12,6,2,15,18,16,7,4,7,0,1,3,4,2,2,59,1986,2011,215.3420608108108,1485.0,-8.68938706,32.06802448
1.0,12,15,6,3,18,16,7,4,7,0,1,3,4,0,7,1,2009,2011,958.3099842146803,1823.0,-8.08918663,35.76391894
2.0,21,21,0,18,21,16,7,14,7,6,4,3,1,2,2,1,2010,2013,41.90284049526584,1660.0,-4.89751605,34.88475031
1.0,8,13,6,3,18,16,7,8,7,0,1,7,4,0,2,170,2000,2011,958.3099842146803,1705.0,-8.51078169,34.95840922
1.0,12,15,8,14,1,0,8,6,10,4,1,6,1,2,1,50,2010,2011,30.0,128.0,-6.60873088,38.34276796
1.0,12,15,6,3,17,10,8,3,10,3,1,6,1,0,4,25,1987,2011,25000.0,1768.0,-9.12973959,34.71600987
1.0,12,15,7,12,18,16,7,7,7,4,1,3,2,0,1,150,2011,2013,50.0,232.0,-10.60671713,39.77883219
1.0,6,10,5,6,20,16,11,3,7,2,2,8,1,0,3,500,1978,2013,1500.0,1567.0,-4.36699297,37.89233459
1.0,6,8,5,6,18,16,0,3,0,3,2,8,1,2,1,1,1962,2013,136.64716920090586,1607.0,-3.08465534,37.59718978
1.0,9,6,4,9,18,16,7,3,3,4,1,2,1,2,4,100,1978,2013,50.0,1135.0,-2.15235319,33.50998861
2.0,21,21,0,18,21,16,7,9,7,6,0,7,6,2,2,1,1990,2013,41.90284049526584,1539.0,-4.49407781,34.89458362
0.0,12,15,6,3,17,16,7,12,7,3,1,1,4,0,4,40,2010,2011,500.0,1768.0,-9.20451104,34.89930829
0.0,8,15,6,3,17,16,7,8,7,5,1,1,4,0,4,40,2009,2011,500.0,1593.0,-8.83707693,34.920323100000005
0.0,12,15,5,0,15,16,8,3,11,6,2,5,1,0,7,400,2012,2013,389.33232501861505,1315.0,-3.36937009,36.78231907
1.0,6,15,8,14,1,0,7,6,7,4,1,0,1,2,1,100,1982,2011,10.0,205.0,-6.63641192,38.23544422
1.0,12,15,0,0,18,16,7,3,7,4,1,6,1,0,30,200,2009,2013,10.0,1685.0,-3.25083059,35.88015611
1.0,17,6,6,3,17,16,8,3,10,5,0,6,6,2,4,20,1978,2011,319.9494131930393,1397.0,-8.91716508,34.5688417
1.0,16,18,3,15,18,11,11,9,8,0,1,3,4,2,1,100,1985,2013,131.5040650406504,1232.0,-5.56948805,30.35823687
1.0,12,15,5,6,20,16,11,3,9,3,2,8,1,1,3,450,2011,2013,1000.0,1055.0,-4.14888473,37.82287905
1.0,6,10,5,6,16,16,11,3,8,3,2,8,1,1,4,1,1976,2013,300.9182389937107,744.0,-3.40154092,37.35509612
1.0,6,6,5,0,0,16,7,3,7,5,1,8,1,0,2,150,2000,2013,500.0,1897.0,-3.2526794,36.65057433
2.0,21,21,0,18,21,16,7,9,7,0,2,5,1,0,2,30,2010,2013,335.9761267291388,1620.0,-4.67802251,34.96353666
1.0,6,10,5,6,20,16,11,3,7,0,2,8,1,1,3,140,2002,2013,300.9182389937107,1661.0,-4.43495404,37.95878138
1.0,12,15,5,0,15,16,7,3,7,6,2,6,1,2,7,90,2002,2013,136.64716920090586,1297.0,-3.34985393,36.97044487
1.0,12,15,3,5,5,16,11,3,4,3,2,6,1,0,2,570,2005,2013,750.0,1071.0,-4.59970578,29.88356158
1.0,12,6,8,14,18,16,7,7,7,0,2,6,1,2,2,1,1988,2011,108.15801704105344,120.0,-6.70497547,38.93735313
0.0,12,6,4,9,18,16,3,3,3,6,3,5,1,0,4,1,2009,2013,36.123670736510434,1201.0,-2.07269915,33.35805782
1.0,12,15,8,11,9,16,7,15,7,0,1,7,4,0,1,700,1996,2011,599.7519132653061,966.0,-6.01081035,37.08879175
1.0,12,15,0,18,18,16,12,0,6,6,1,3,4,0,4,111,2005,2013,335.9761267291388,1481.0,-4.74212404,34.64498869
1.0,20,15,5,20,18,16,7,8,7,4,2,7,4,0,2,120,1999,2011,20.0,1102.2577417818009,-5.13246175,38.4687019
1.0,6,16,4,13,18,16,7,9,7,0,2,2,2,2,1,350,1982,2011,29.459980713596913,1281.0,-2.07363796,33.00023911
2.0,21,21,0,18,21,16,7,14,7,6,0,3,1,1,2,1,2000,2013,139.26391382405745,1641.0,-4.64321463,34.98778437
0.0,9,14,7,12,18,16,7,3,7,4,2,8,1,2,33,630,2006,2013,10.0,508.0,-10.99280378,39.33063258
1.0,12,15,0,8,18,16,7,3,7,0,0,8,1,2,2,270,2008,2013,41.90284049526584,1556.0,-4.50268446,35.53081946
1.0,19,15,8,11,18,16,7,3,7,3,1,6,1,1,6,1,2005,2011,500.0,373.0,-6.26635194,37.50789059
1.0,12,15,8,11,9,16,7,14,7,4,1,3,1,2,1,250,2006,2011,50.0,1261.0,-6.09538776,36.83283068
1.0,12,6,5,20,18,16,7,0,7,6,3,7,4,2,8,200,2009,2011,136.64716920090586,1102.2577417818009,-4.9549518,39.09126059
1.0,0,4,6,3,18,16,7,3,7,2,1,8,1,0,1,1,1989,2011,2000.0,1007.0,-7.91507677,35.06153079
1.0,0,4,6,3,18,16,7,3,7,2,1,8,1,0,1,1,1991,2011,2000.0,1114.0,-7.42197042,35.87761667
0.0,6,6,5,20,18,16,7,3,7,0,2,8,2,0,3,1000,2004,2011,389.33232501861505,165.0,-5.13617489,38.70152604
1.0,12,6,5,6,16,16,10,3,9,4,1,8,1,0,4,30,2008,2013,6.0,1421.0,-3.31993627,37.43964118
0.0,12,15,6,14,18,16,7,15,7,0,0,7,4,2,4,500,2007,2011,319.9494131930393,1087.7806311881188,-7.36829284,39.24417821
1.0,12,15,6,3,17,20,8,3,10,3,3,6,1,0,4,55,2009,2011,500.0,1244.0,-8.72031632,34.63225535
1.0,12,15,7,12,18,16,7,7,7,4,1,3,2,0,33,1700,1975,2013,100.0,357.0,-10.57239234,38.79470824
1.0,6,15,5,6,16,16,8,3,10,0,2,8,1,2,4,1,1960,2013,136.64716920090586,1612.0,-3.2649629,37.5816604
0.0,8,2,1,3,18,16,7,3,7,2,1,8,1,0,3,58,2003,2011,5000.0,1790.0,-9.5043126,34.3039125
1.0,12,15,7,12,18,16,12,9,7,6,1,7,6,2,1,800,1986,2013,93.65438526231478,64.0,-10.37243798,39.76790839
1.0,0,4,6,3,18,16,7,3,7,3,1,8,1,0,1,1,1984,2011,1000.0,1591.0,-7.86001982,35.62422947
0.0,12,6,3,15,18,16,7,9,7,6,4,3,6,2,3,1,1987,2011,131.5040650406504,1536.0,-7.50921781,31.04447027
0.0,9,15,0,18,18,16,7,7,7,0,1,3,2,2,3,250,1974,2013,41.90284049526584,844.0,-5.85530454,35.06630886
1.0,12,3,5,0,15,16,7,3,10,6,1,8,1,2,7,210,2011,2013,136.64716920090586,1257.0,-3.39285751,36.76604605
1.0,3,6,3,5,5,16,11,3,9,3,1,8,5,1,2,320,2008,2013,250.0,1572.0,-4.43681809,30.12658076
2.0,12,15,5,6,20,16,11,17,4,0,1,3,1,0,3,87,2011,2013,389.33232501861505,625.0,-4.18247567,37.56451071
1.0,12,15,7,12,18,16,7,7,7,4,1,3,2,0,33,2530,1974,2013,100.0,338.0,-10.56479172,38.80660601
0.0,12,15,3,5,6,16,7,3,7,6,1,6,2,0,1,450,1988,2013,232.54747344705504,1286.0,-3.79134872,30.5365143
1.0,0,5,1,16,13,16,7,3,7,6,0,8,1,2,3,86,1990,2013,172.29649238914627,458.0,-11.16676157,34.73579846
1.0,1,6,6,11,18,16,10,3,11,0,1,6,1,0,4,1,1995,2011,958.3099842146803,326.0,-8.77905499,36.36552941
1.0,12,6,5,20,18,16,7,9,7,0,0,4,6,2,8,1,1961,2011,136.64716920090586,1102.2577417818009,-4.75461109,39.11013687
0.0,6,15,5,6,18,16,7,3,7,0,2,8,1,0,2,80,1972,2013,389.33232501861505,1445.0,-3.69879186,37.67816216
0.0,12,6,2,15,18,16,7,6,7,0,1,6,1,1,3,1,1984,2011,1006.5,1886.0,-7.68709583,31.35287524
1.0,19,15,3,5,5,16,11,3,9,3,2,6,1,0,2,50,1982,2013,250.0,1343.0,-4.33258278,30.01709818
0.0,17,15,3,5,6,16,7,3,7,6,2,5,1,0,1,450,2010,2013,232.54747344705504,1499.0,-3.59108444,30.70845573
1.0,6,6,5,0,0,16,7,3,7,0,2,8,1,2,2,150,2002,2013,136.64716920090586,1564.0,-3.3307891000000005,36.65864318
1.0,6,6,3,5,7,16,7,3,7,3,2,6,2,1,3,150,1997,2013,500.0,991.0,-5.10506992,30.39148972
1.0,6,16,5,6,16,16,7,3,7,0,1,8,6,2,4,1,1976,2013,136.64716920090586,1415.0,-3.2217387000000004,37.29307888
1.0,11,15,3,15,18,16,7,4,7,3,3,3,4,0,4,262,1991,2013,500.0,1822.0,-7.90807484,31.53969095
0.0,12,18,3,5,6,16,7,4,7,6,1,3,4,2,1,500,2008,2013,131.5040650406504,1349.0,-3.41197674,30.74937852
1.0,17,6,8,11,18,16,7,3,7,0,2,6,1,2,5,450,1970,2011,108.15801704105344,524.0,-6.89558991,37.59776312
1.0,12,15,0,18,18,16,7,0,7,0,1,7,4,2,1,230,1998,2013,41.90284049526584,1542.0,-4.26244399,34.84539417
1.0,12,3,0,0,15,15,7,3,11,6,2,8,1,0,7,96,2009,2013,335.9761267291388,1491.0,-3.17881406,36.90794506
1.0,12,15,0,0,18,16,7,3,7,4,1,6,1,0,30,150,1992,2013,10.0,1602.0,-3.30450464,35.73363834
0.0,6,6,5,6,16,16,7,3,7,6,1,8,1,0,4,100,1963,2013,389.33232501861505,991.0,-3.30815036,37.37037474
1.0,12,15,7,12,18,16,10,14,7,0,0,3,2,2,4,1,1982,2013,93.65438526231478,201.0,-10.84665973,39.73445071
1.0,7,6,4,13,18,16,12,9,7,0,2,7,6,2,1,300,1999,2011,29.459980713596913,1220.0,-1.84987437,33.04857289
1.0,12,15,7,12,18,16,7,8,7,0,0,7,4,2,63,36,1978,2013,93.65438526231478,334.0,-10.87666127,38.69103275
1.0,6,6,0,8,18,16,7,3,7,0,1,6,1,1,1,150,2010,2013,139.26391382405745,1773.0,-4.30052711,35.25506862
1.0,0,5,6,16,18,12,7,3,3,0,0,6,1,2,5,900,2010,2013,319.9494131930393,828.0,-10.53104474,36.03263045
0.0,12,7,8,14,18,16,4,8,4,0,0,3,4,2,33,500,1997,2011,108.15801704105344,290.0,-7.16541013,38.86287361
0.0,11,15,3,5,6,16,7,4,7,6,1,3,4,2,1,350,1990,2013,131.5040650406504,1230.0,-3.59878746,30.4743807
0.0,12,6,2,15,18,16,7,4,7,0,2,3,4,0,2,200,1984,2011,584.225,1632.0,-8.93900583,32.0258239
1.0,12,15,7,12,18,16,12,9,7,6,1,7,6,2,1,500,1971,2013,93.65438526231478,455.05837625705175,-10.32095944,40.30198716
0.0,12,6,5,20,18,16,7,3,7,0,3,8,1,2,3,150,1999,2011,136.64716920090586,237.0,-5.10821911,38.78345753
1.0,12,6,3,15,18,16,7,6,7,0,1,8,1,2,3,1,1974,2011,131.5040650406504,1715.0,-7.97201012,31.36602526
1.0,12,6,3,5,7,16,9,3,7,3,1,6,2,0,3,450,2009,2013,600.0,847.0,-4.83944178,29.69182833
1.0,6,10,1,16,13,16,7,3,7,3,1,8,1,0,3,86,2008,2013,200.0,482.0,-11.35532944,34.89217109
1.0,12,15,7,7,18,16,7,7,7,6,0,3,1,2,43,350,1978,2013,93.65438526231478,330.0,-9.94014777,38.36129061
1.0,17,6,6,3,17,18,8,3,10,5,1,6,1,0,4,25,1994,2011,958.3099842146803,1652.0,-9.08290229,34.59648052
0.0,0,5,7,16,18,16,7,15,7,2,1,3,4,0,1,1,1998,2013,5000.0,572.0,-10.87676104,37.16959606
1.0,12,15,6,3,17,16,7,3,7,2,0,8,1,2,4,75,2000,2011,1000.0,2179.0,-9.21264691,34.41769364
1.0,1,6,6,11,8,16,12,15,7,3,2,7,4,0,3,300,1984,2011,200.0,293.0,-7.95071025,36.85533064
0.0,15,6,2,15,18,16,7,4,7,0,1,3,4,0,2,240,2008,2011,584.225,1666.0,-8.65868897,31.86585448
